county,health_officer_region,age_cat,sex,race7,pop
Alameda,Bay Area,18-49,FEMALE,NHPI NH,71
Alameda,Bay Area,18-49,FEMALE,NHPI NH,133
Alameda,Bay Area,18-49,FEMALE,NHPI NH,90
Alameda,Bay Area,18-49,FEMALE,NHPI NH,89
Alameda,Bay Area,18-49,FEMALE,NHPI NH,85
Alameda,Bay Area,18-49,FEMALE,NHPI NH,140
Alameda,Bay Area,18-49,FEMALE,NHPI NH,140
Alameda,Bay Area,18-49,FEMALE,NHPI NH,123
Alameda,Bay Area,18-49,FEMALE,NHPI NH,115
Alameda,Bay Area,18-49,FEMALE,NHPI NH,134
Alameda,Bay Area,18-49,FEMALE,NHPI NH,129
Alameda,Bay Area,18-49,FEMALE,NHPI NH,130
Alameda,Bay Area,18-49,FEMALE,NHPI NH,141
Alameda,Bay Area,18-49,FEMALE,NHPI NH,150
Alameda,Bay Area,18-49,FEMALE,NHPI NH,116
Alameda,Bay Area,18-49,FEMALE,NHPI NH,135
Alameda,Bay Area,18-49,FEMALE,NHPI NH,131
Alameda,Bay Area,18-49,FEMALE,NHPI NH,135
Alameda,Bay Area,18-49,FEMALE,NHPI NH,118
Alameda,Bay Area,18-49,FEMALE,NHPI NH,113
Alameda,Bay Area,18-49,FEMALE,NHPI NH,129
Alameda,Bay Area,18-49,FEMALE,NHPI NH,84
Alameda,Bay Area,18-49,FEMALE,NHPI NH,98
Alameda,Bay Area,18-49,FEMALE,NHPI NH,102
Alameda,Bay Area,18-49,FEMALE,NHPI NH,89
Alameda,Bay Area,18-49,FEMALE,NHPI NH,99
Alameda,Bay Area,50-64,FEMALE,NHPI NH,86
Alameda,Bay Area,50-64,FEMALE,NHPI NH,80
Alameda,Bay Area,50-64,FEMALE,NHPI NH,93
Alameda,Bay Area,50-64,FEMALE,NHPI NH,123
Alameda,Bay Area,50-64,FEMALE,NHPI NH,107
Alameda,Bay Area,50-64,FEMALE,NHPI NH,82
Alameda,Bay Area,50-64,FEMALE,NHPI NH,89
Alameda,Bay Area,50-64,FEMALE,NHPI NH,109
Alameda,Bay Area,50-64,FEMALE,NHPI NH,93
Alameda,Bay Area,50-64,FEMALE,NHPI NH,103
Alameda,Bay Area,50-64,FEMALE,NHPI NH,98
Alameda,Bay Area,50-64,FEMALE,NHPI NH,98
Alameda,Bay Area,50-64,FEMALE,NHPI NH,105
Alameda,Bay Area,50-64,FEMALE,NHPI NH,93
Alameda,Bay Area,50-64,FEMALE,NHPI NH,94
Alameda,Bay Area,65+,FEMALE,NHPI NH,109
Alameda,Bay Area,65+,FEMALE,NHPI NH,80
Alameda,Bay Area,65+,FEMALE,NHPI NH,97
Alameda,Bay Area,65+,FEMALE,NHPI NH,70
Alameda,Bay Area,65+,FEMALE,NHPI NH,66
Alameda,Bay Area,65+,FEMALE,NHPI NH,69
Alameda,Bay Area,65+,FEMALE,NHPI NH,45
Alameda,Bay Area,65+,FEMALE,NHPI NH,63
Alameda,Bay Area,65+,FEMALE,NHPI NH,55
Alameda,Bay Area,65+,FEMALE,NHPI NH,54
Alameda,Bay Area,65+,FEMALE,NHPI NH,54
Alameda,Bay Area,65+,FEMALE,NHPI NH,40
Alameda,Bay Area,65+,FEMALE,NHPI NH,28
Alameda,Bay Area,65+,FEMALE,NHPI NH,20
Alameda,Bay Area,65+,FEMALE,NHPI NH,27
Alameda,Bay Area,65+,FEMALE,NHPI NH,47
Alameda,Bay Area,65+,FEMALE,NHPI NH,28
Alameda,Bay Area,65+,FEMALE,NHPI NH,32
Alameda,Bay Area,65+,FEMALE,NHPI NH,20
Alameda,Bay Area,65+,FEMALE,NHPI NH,20
Alameda,Bay Area,65+,FEMALE,NHPI NH,14
Alameda,Bay Area,65+,FEMALE,NHPI NH,15
Alameda,Bay Area,65+,FEMALE,NHPI NH,24
Alameda,Bay Area,65+,FEMALE,NHPI NH,19
Alameda,Bay Area,65+,FEMALE,NHPI NH,18
Alameda,Bay Area,65+,FEMALE,NHPI NH,13
Alameda,Bay Area,65+,FEMALE,NHPI NH,3
Alameda,Bay Area,65+,FEMALE,NHPI NH,8
Alameda,Bay Area,65+,FEMALE,NHPI NH,12
Alameda,Bay Area,65+,FEMALE,NHPI NH,7
Alameda,Bay Area,65+,FEMALE,NHPI NH,2
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,2
Alameda,Bay Area,65+,FEMALE,NHPI NH,4
Alameda,Bay Area,65+,FEMALE,NHPI NH,1
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,2
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,65+,FEMALE,NHPI NH,0
Alameda,Bay Area,0-4,FEMALE,MR NH,617
Alameda,Bay Area,0-4,FEMALE,MR NH,643
Alameda,Bay Area,0-4,FEMALE,MR NH,706
Alameda,Bay Area,0-4,FEMALE,MR NH,864
Alameda,Bay Area,0-4,FEMALE,MR NH,1027
Alameda,Bay Area,5-11,FEMALE,MR NH,1049
Alameda,Bay Area,5-11,FEMALE,MR NH,1024
Alameda,Bay Area,5-11,FEMALE,MR NH,1034
Alameda,Bay Area,5-11,FEMALE,MR NH,1102
Alameda,Bay Area,5-11,FEMALE,MR NH,1023
Alameda,Bay Area,5-11,FEMALE,MR NH,922
Alameda,Bay Area,5-11,FEMALE,MR NH,969
Alameda,Bay Area,12-17,FEMALE,MR NH,899
Alameda,Bay Area,12-17,FEMALE,MR NH,832
Alameda,Bay Area,12-17,FEMALE,MR NH,803
Alameda,Bay Area,12-17,FEMALE,MR NH,768
Alameda,Bay Area,12-17,FEMALE,MR NH,803
Alameda,Bay Area,12-17,FEMALE,MR NH,796
Alameda,Bay Area,18-49,FEMALE,MR NH,1201
Alameda,Bay Area,18-49,FEMALE,MR NH,1121
Alameda,Bay Area,18-49,FEMALE,MR NH,888
Alameda,Bay Area,18-49,FEMALE,MR NH,596
Alameda,Bay Area,18-49,FEMALE,MR NH,434
Alameda,Bay Area,18-49,FEMALE,MR NH,585
Alameda,Bay Area,18-49,FEMALE,MR NH,533
Alameda,Bay Area,18-49,FEMALE,MR NH,530
Alameda,Bay Area,18-49,FEMALE,MR NH,545
Alameda,Bay Area,18-49,FEMALE,MR NH,693
Alameda,Bay Area,18-49,FEMALE,MR NH,751
Alameda,Bay Area,18-49,FEMALE,MR NH,678
Alameda,Bay Area,18-49,FEMALE,MR NH,683
Alameda,Bay Area,18-49,FEMALE,MR NH,729
Alameda,Bay Area,18-49,FEMALE,MR NH,772
Alameda,Bay Area,18-49,FEMALE,MR NH,850
Alameda,Bay Area,18-49,FEMALE,MR NH,841
Alameda,Bay Area,18-49,FEMALE,MR NH,733
Alameda,Bay Area,18-49,FEMALE,MR NH,708
Alameda,Bay Area,18-49,FEMALE,MR NH,627
Alameda,Bay Area,18-49,FEMALE,MR NH,692
Alameda,Bay Area,18-49,FEMALE,MR NH,622
Alameda,Bay Area,18-49,FEMALE,MR NH,587
Alameda,Bay Area,18-49,FEMALE,MR NH,558
Alameda,Bay Area,18-49,FEMALE,MR NH,570
Alameda,Bay Area,18-49,FEMALE,MR NH,530
Alameda,Bay Area,18-49,FEMALE,MR NH,437
Alameda,Bay Area,18-49,FEMALE,MR NH,453
Alameda,Bay Area,18-49,FEMALE,MR NH,441
Alameda,Bay Area,18-49,FEMALE,MR NH,402
Alameda,Bay Area,18-49,FEMALE,MR NH,396
Alameda,Bay Area,18-49,FEMALE,MR NH,360
Alameda,Bay Area,50-64,FEMALE,MR NH,395
Alameda,Bay Area,50-64,FEMALE,MR NH,387
Alameda,Bay Area,50-64,FEMALE,MR NH,427
Alameda,Bay Area,50-64,FEMALE,MR NH,378
Alameda,Bay Area,50-64,FEMALE,MR NH,383
Alameda,Bay Area,50-64,FEMALE,MR NH,355
Alameda,Bay Area,50-64,FEMALE,MR NH,313
Alameda,Bay Area,50-64,FEMALE,MR NH,347
Alameda,Bay Area,50-64,FEMALE,MR NH,360
Alameda,Bay Area,50-64,FEMALE,MR NH,329
Alameda,Bay Area,50-64,FEMALE,MR NH,330
Alameda,Bay Area,50-64,FEMALE,MR NH,281
Alameda,Bay Area,50-64,FEMALE,MR NH,304
Alameda,Bay Area,50-64,FEMALE,MR NH,273
Alameda,Bay Area,50-64,FEMALE,MR NH,263
Alameda,Bay Area,65+,FEMALE,MR NH,244
Alameda,Bay Area,65+,FEMALE,MR NH,253
Alameda,Bay Area,65+,FEMALE,MR NH,261
Alameda,Bay Area,65+,FEMALE,MR NH,218
Alameda,Bay Area,65+,FEMALE,MR NH,215
Alameda,Bay Area,65+,FEMALE,MR NH,168
Alameda,Bay Area,65+,FEMALE,MR NH,186
Alameda,Bay Area,65+,FEMALE,MR NH,151
Alameda,Bay Area,65+,FEMALE,MR NH,167
Alameda,Bay Area,65+,FEMALE,MR NH,158
Alameda,Bay Area,65+,FEMALE,MR NH,122
Alameda,Bay Area,65+,FEMALE,MR NH,148
Alameda,Bay Area,65+,FEMALE,MR NH,98
Alameda,Bay Area,65+,FEMALE,MR NH,122
Alameda,Bay Area,65+,FEMALE,MR NH,111
Alameda,Bay Area,65+,FEMALE,MR NH,70
Alameda,Bay Area,65+,FEMALE,MR NH,76
Alameda,Bay Area,65+,FEMALE,MR NH,52
Alameda,Bay Area,65+,FEMALE,MR NH,57
Alameda,Bay Area,65+,FEMALE,MR NH,58
Alameda,Bay Area,65+,FEMALE,MR NH,65
Alameda,Bay Area,65+,FEMALE,MR NH,60
Alameda,Bay Area,65+,FEMALE,MR NH,54
Alameda,Bay Area,65+,FEMALE,MR NH,38
Alameda,Bay Area,65+,FEMALE,MR NH,51
Alameda,Bay Area,65+,FEMALE,MR NH,50
Alameda,Bay Area,65+,FEMALE,MR NH,49
Alameda,Bay Area,65+,FEMALE,MR NH,39
Alameda,Bay Area,65+,FEMALE,MR NH,27
Alameda,Bay Area,65+,FEMALE,MR NH,27
Alameda,Bay Area,65+,FEMALE,MR NH,11
Alameda,Bay Area,65+,FEMALE,MR NH,17
Alameda,Bay Area,65+,FEMALE,MR NH,10
Alameda,Bay Area,65+,FEMALE,MR NH,7
Alameda,Bay Area,65+,FEMALE,MR NH,8
Alameda,Bay Area,65+,FEMALE,MR NH,13
Alameda,Bay Area,65+,FEMALE,MR NH,9
Alameda,Bay Area,65+,FEMALE,MR NH,3
Alameda,Bay Area,65+,FEMALE,MR NH,2
Alameda,Bay Area,65+,FEMALE,MR NH,2
Alameda,Bay Area,65+,FEMALE,MR NH,0
Alameda,Bay Area,65+,FEMALE,MR NH,1
Alameda,Bay Area,65+,FEMALE,MR NH,1
Alameda,Bay Area,65+,FEMALE,MR NH,3
Alameda,Bay Area,65+,FEMALE,MR NH,1
Alameda,Bay Area,65+,FEMALE,MR NH,4
Alameda,Bay Area,0-4,FEMALE,Hispanic,2310
Alameda,Bay Area,0-4,FEMALE,Hispanic,2155
Alameda,Bay Area,0-4,FEMALE,Hispanic,1985
Alameda,Bay Area,0-4,FEMALE,Hispanic,2589
Alameda,Bay Area,0-4,FEMALE,Hispanic,2548
Alameda,Bay Area,5-11,FEMALE,Hispanic,2316
Alameda,Bay Area,5-11,FEMALE,Hispanic,2549
Alameda,Bay Area,5-11,FEMALE,Hispanic,2526
Alameda,Bay Area,5-11,FEMALE,Hispanic,2456
Alameda,Bay Area,5-11,FEMALE,Hispanic,2592
Alameda,Bay Area,5-11,FEMALE,Hispanic,2605
Alameda,Bay Area,5-11,FEMALE,Hispanic,2717
Alameda,Bay Area,12-17,FEMALE,Hispanic,2726
Alameda,Bay Area,12-17,FEMALE,Hispanic,2809
Alameda,Bay Area,12-17,FEMALE,Hispanic,2879
Alameda,Bay Area,12-17,FEMALE,Hispanic,2994
Alameda,Bay Area,12-17,FEMALE,Hispanic,2913
Alameda,Bay Area,12-17,FEMALE,Hispanic,2777
Alameda,Bay Area,18-49,FEMALE,Hispanic,3648
Alameda,Bay Area,18-49,FEMALE,Hispanic,3530
Alameda,Bay Area,18-49,FEMALE,Hispanic,3110
Alameda,Bay Area,18-49,FEMALE,Hispanic,2622
Alameda,Bay Area,18-49,FEMALE,Hispanic,2151
Alameda,Bay Area,18-49,FEMALE,Hispanic,1706
Alameda,Bay Area,18-49,FEMALE,Hispanic,1883
Alameda,Bay Area,18-49,FEMALE,Hispanic,2078
Alameda,Bay Area,18-49,FEMALE,Hispanic,2003
Alameda,Bay Area,18-49,FEMALE,Hispanic,2190
Alameda,Bay Area,18-49,FEMALE,Hispanic,2409
Alameda,Bay Area,18-49,FEMALE,Hispanic,2658
Alameda,Bay Area,18-49,FEMALE,Hispanic,2719
Alameda,Bay Area,18-49,FEMALE,Hispanic,3140
Alameda,Bay Area,18-49,FEMALE,Hispanic,2832
Alameda,Bay Area,18-49,FEMALE,Hispanic,2950
Alameda,Bay Area,18-49,FEMALE,Hispanic,2657
Alameda,Bay Area,18-49,FEMALE,Hispanic,2758
Alameda,Bay Area,18-49,FEMALE,Hispanic,2551
Alameda,Bay Area,18-49,FEMALE,Hispanic,2522
Alameda,Bay Area,18-49,FEMALE,Hispanic,2495
Alameda,Bay Area,18-49,FEMALE,Hispanic,2449
Alameda,Bay Area,18-49,FEMALE,Hispanic,2360
Alameda,Bay Area,18-49,FEMALE,Hispanic,2751
Alameda,Bay Area,18-49,FEMALE,Hispanic,2559
Alameda,Bay Area,18-49,FEMALE,Hispanic,2575
Alameda,Bay Area,18-49,FEMALE,Hispanic,2539
Alameda,Bay Area,18-49,FEMALE,Hispanic,2390
Alameda,Bay Area,18-49,FEMALE,Hispanic,2382
Alameda,Bay Area,18-49,FEMALE,Hispanic,2209
Alameda,Bay Area,18-49,FEMALE,Hispanic,2306
Alameda,Bay Area,18-49,FEMALE,Hispanic,2121
Alameda,Bay Area,50-64,FEMALE,Hispanic,2243
Alameda,Bay Area,50-64,FEMALE,Hispanic,2188
Alameda,Bay Area,50-64,FEMALE,Hispanic,2205
Alameda,Bay Area,50-64,FEMALE,Hispanic,1991
Alameda,Bay Area,50-64,FEMALE,Hispanic,2051
Alameda,Bay Area,50-64,FEMALE,Hispanic,1787
Alameda,Bay Area,50-64,FEMALE,Hispanic,1860
Alameda,Bay Area,50-64,FEMALE,Hispanic,1736
Alameda,Bay Area,50-64,FEMALE,Hispanic,1707
Alameda,Bay Area,50-64,FEMALE,Hispanic,1689
Alameda,Bay Area,50-64,FEMALE,Hispanic,1696
Alameda,Bay Area,50-64,FEMALE,Hispanic,1670
Alameda,Bay Area,50-64,FEMALE,Hispanic,1544
Alameda,Bay Area,50-64,FEMALE,Hispanic,1541
Alameda,Bay Area,50-64,FEMALE,Hispanic,1346
Alameda,Bay Area,65+,FEMALE,Hispanic,1283
Alameda,Bay Area,65+,FEMALE,Hispanic,1224
Alameda,Bay Area,65+,FEMALE,Hispanic,1117
Alameda,Bay Area,65+,FEMALE,Hispanic,1140
Alameda,Bay Area,65+,FEMALE,Hispanic,1034
Alameda,Bay Area,65+,FEMALE,Hispanic,888
Alameda,Bay Area,65+,FEMALE,Hispanic,815
Alameda,Bay Area,65+,FEMALE,Hispanic,791
Alameda,Bay Area,65+,FEMALE,Hispanic,732
Alameda,Bay Area,65+,FEMALE,Hispanic,688
Alameda,Bay Area,65+,FEMALE,Hispanic,677
Alameda,Bay Area,65+,FEMALE,Hispanic,634
Alameda,Bay Area,65+,FEMALE,Hispanic,541
Alameda,Bay Area,65+,FEMALE,Hispanic,545
Alameda,Bay Area,65+,FEMALE,Hispanic,479
Alameda,Bay Area,65+,FEMALE,Hispanic,452
Alameda,Bay Area,65+,FEMALE,Hispanic,413
Alameda,Bay Area,65+,FEMALE,Hispanic,353
Alameda,Bay Area,65+,FEMALE,Hispanic,373
Alameda,Bay Area,65+,FEMALE,Hispanic,318
Alameda,Bay Area,65+,FEMALE,Hispanic,306
Alameda,Bay Area,65+,FEMALE,Hispanic,311
Alameda,Bay Area,65+,FEMALE,Hispanic,251
Alameda,Bay Area,65+,FEMALE,Hispanic,247
Alameda,Bay Area,65+,FEMALE,Hispanic,184
Alameda,Bay Area,65+,FEMALE,Hispanic,245
Alameda,Bay Area,65+,FEMALE,Hispanic,169
Alameda,Bay Area,65+,FEMALE,Hispanic,80
Alameda,Bay Area,65+,FEMALE,Hispanic,97
Alameda,Bay Area,65+,FEMALE,Hispanic,62
Alameda,Bay Area,65+,FEMALE,Hispanic,73
Alameda,Bay Area,65+,FEMALE,Hispanic,58
Alameda,Bay Area,65+,FEMALE,Hispanic,6
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,7
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,1
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,0
Alameda,Bay Area,65+,FEMALE,Hispanic,7
Alameda,Bay Area,65+,FEMALE,Hispanic,3
Alameda,Bay Area,65+,FEMALE,Hispanic,5
Alameda,Bay Area,0-4,MALE,WhiteTE NH,2170
Alameda,Bay Area,0-4,MALE,WhiteTE NH,2240
Alameda,Bay Area,0-4,MALE,WhiteTE NH,2267
Alameda,Bay Area,0-4,MALE,WhiteTE NH,2231
Alameda,Bay Area,0-4,MALE,WhiteTE NH,2080
Alameda,Bay Area,5-11,MALE,WhiteTE NH,2008
Alameda,Bay Area,5-11,MALE,WhiteTE NH,1933
Alameda,Bay Area,5-11,MALE,WhiteTE NH,2002
Alameda,Bay Area,5-11,MALE,WhiteTE NH,1859
Alameda,Bay Area,5-11,MALE,WhiteTE NH,1904
Alameda,Bay Area,5-11,MALE,WhiteTE NH,1825
Alameda,Bay Area,5-11,MALE,WhiteTE NH,1881
Alameda,Bay Area,12-17,MALE,WhiteTE NH,1831
Alameda,Bay Area,12-17,MALE,WhiteTE NH,1867
Alameda,Bay Area,12-17,MALE,WhiteTE NH,1846
Alameda,Bay Area,12-17,MALE,WhiteTE NH,1972
Alameda,Bay Area,12-17,MALE,WhiteTE NH,2032
Alameda,Bay Area,12-17,MALE,WhiteTE NH,1994
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3017
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3329
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3036
Alameda,Bay Area,18-49,MALE,WhiteTE NH,2666
Alameda,Bay Area,18-49,MALE,WhiteTE NH,1704
Alameda,Bay Area,18-49,MALE,WhiteTE NH,1522
Alameda,Bay Area,18-49,MALE,WhiteTE NH,1163
Alameda,Bay Area,18-49,MALE,WhiteTE NH,2278
Alameda,Bay Area,18-49,MALE,WhiteTE NH,1869
Alameda,Bay Area,18-49,MALE,WhiteTE NH,2064
Alameda,Bay Area,18-49,MALE,WhiteTE NH,2550
Alameda,Bay Area,18-49,MALE,WhiteTE NH,2935
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3287
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3581
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3996
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4073
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4162
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4259
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4312
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4298
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4263
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4097
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3913
Alameda,Bay Area,18-49,MALE,WhiteTE NH,4030
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3901
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3694
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3370
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3294
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3182
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3064
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3310
Alameda,Bay Area,18-49,MALE,WhiteTE NH,3400
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3070
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3149
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3729
Alameda,Bay Area,50-64,MALE,WhiteTE NH,4036
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3699
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3672
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3687
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3503
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3779
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3674
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3852
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3933
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3752
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3833
Alameda,Bay Area,50-64,MALE,WhiteTE NH,3605
Alameda,Bay Area,65+,MALE,WhiteTE NH,3690
Alameda,Bay Area,65+,MALE,WhiteTE NH,3424
Alameda,Bay Area,65+,MALE,WhiteTE NH,3089
Alameda,Bay Area,65+,MALE,WhiteTE NH,3121
Alameda,Bay Area,65+,MALE,WhiteTE NH,2785
Alameda,Bay Area,65+,MALE,WhiteTE NH,2893
Alameda,Bay Area,65+,MALE,WhiteTE NH,2727
Alameda,Bay Area,65+,MALE,WhiteTE NH,2657
Alameda,Bay Area,65+,MALE,WhiteTE NH,2393
Alameda,Bay Area,65+,MALE,WhiteTE NH,2383
Alameda,Bay Area,65+,MALE,WhiteTE NH,2372
Alameda,Bay Area,65+,MALE,WhiteTE NH,2419
Alameda,Bay Area,65+,MALE,WhiteTE NH,2090
Alameda,Bay Area,65+,MALE,WhiteTE NH,1688
Alameda,Bay Area,65+,MALE,WhiteTE NH,1575
Alameda,Bay Area,65+,MALE,WhiteTE NH,1554
Alameda,Bay Area,65+,MALE,WhiteTE NH,1145
Alameda,Bay Area,65+,MALE,WhiteTE NH,1038
Alameda,Bay Area,65+,MALE,WhiteTE NH,912
Alameda,Bay Area,65+,MALE,WhiteTE NH,800
Alameda,Bay Area,65+,MALE,WhiteTE NH,738
Alameda,Bay Area,65+,MALE,WhiteTE NH,597
Alameda,Bay Area,65+,MALE,WhiteTE NH,526
Alameda,Bay Area,65+,MALE,WhiteTE NH,447
Alameda,Bay Area,65+,MALE,WhiteTE NH,350
Alameda,Bay Area,65+,MALE,WhiteTE NH,308
Alameda,Bay Area,65+,MALE,WhiteTE NH,236
Alameda,Bay Area,65+,MALE,WhiteTE NH,252
Alameda,Bay Area,65+,MALE,WhiteTE NH,187
Alameda,Bay Area,65+,MALE,WhiteTE NH,102
Alameda,Bay Area,65+,MALE,WhiteTE NH,46
Alameda,Bay Area,65+,MALE,WhiteTE NH,64
Alameda,Bay Area,65+,MALE,WhiteTE NH,27
Alameda,Bay Area,65+,MALE,WhiteTE NH,25
Alameda,Bay Area,65+,MALE,WhiteTE NH,3
Alameda,Bay Area,65+,MALE,WhiteTE NH,0
Alameda,Bay Area,65+,MALE,WhiteTE NH,0
Alameda,Bay Area,65+,MALE,WhiteTE NH,4
Alameda,Bay Area,65+,MALE,WhiteTE NH,0
Alameda,Bay Area,65+,MALE,WhiteTE NH,4
Alameda,Bay Area,65+,MALE,WhiteTE NH,1
Alameda,Bay Area,65+,MALE,WhiteTE NH,1
Alameda,Bay Area,65+,MALE,WhiteTE NH,0
Alameda,Bay Area,65+,MALE,WhiteTE NH,1
Alameda,Bay Area,65+,MALE,WhiteTE NH,1
Alameda,Bay Area,65+,MALE,WhiteTE NH,0
Alameda,Bay Area,0-4,MALE,Black NH,740
Alameda,Bay Area,0-4,MALE,Black NH,760
Alameda,Bay Area,0-4,MALE,Black NH,721
Alameda,Bay Area,0-4,MALE,Black NH,752
Alameda,Bay Area,0-4,MALE,Black NH,684
Alameda,Bay Area,5-11,MALE,Black NH,647
Alameda,Bay Area,5-11,MALE,Black NH,686
Alameda,Bay Area,5-11,MALE,Black NH,717
Alameda,Bay Area,5-11,MALE,Black NH,890
Alameda,Bay Area,5-11,MALE,Black NH,814
Alameda,Bay Area,5-11,MALE,Black NH,709
Alameda,Bay Area,5-11,MALE,Black NH,770
Alameda,Bay Area,12-17,MALE,Black NH,787
Alameda,Bay Area,12-17,MALE,Black NH,818
Alameda,Bay Area,12-17,MALE,Black NH,827
Alameda,Bay Area,12-17,MALE,Black NH,824
Alameda,Bay Area,12-17,MALE,Black NH,766
Alameda,Bay Area,12-17,MALE,Black NH,817
Alameda,Bay Area,18-49,MALE,Black NH,988
Alameda,Bay Area,18-49,MALE,Black NH,1211
Alameda,Bay Area,18-49,MALE,Black NH,1242
Alameda,Bay Area,18-49,MALE,Black NH,983
Alameda,Bay Area,18-49,MALE,Black NH,680
Alameda,Bay Area,18-49,MALE,Black NH,609
Alameda,Bay Area,18-49,MALE,Black NH,658
Alameda,Bay Area,18-49,MALE,Black NH,683
Alameda,Bay Area,18-49,MALE,Black NH,929
Alameda,Bay Area,18-49,MALE,Black NH,775
Alameda,Bay Area,18-49,MALE,Black NH,1034
Alameda,Bay Area,18-49,MALE,Black NH,941
Alameda,Bay Area,18-49,MALE,Black NH,1260
Alameda,Bay Area,18-49,MALE,Black NH,1326
Alameda,Bay Area,18-49,MALE,Black NH,1340
Alameda,Bay Area,18-49,MALE,Black NH,1437
Alameda,Bay Area,18-49,MALE,Black NH,1255
Alameda,Bay Area,18-49,MALE,Black NH,1185
Alameda,Bay Area,18-49,MALE,Black NH,1210
Alameda,Bay Area,18-49,MALE,Black NH,1192
Alameda,Bay Area,18-49,MALE,Black NH,1190
Alameda,Bay Area,18-49,MALE,Black NH,1039
Alameda,Bay Area,18-49,MALE,Black NH,996
Alameda,Bay Area,18-49,MALE,Black NH,1064
Alameda,Bay Area,18-49,MALE,Black NH,1002
Alameda,Bay Area,18-49,MALE,Black NH,1144
Alameda,Bay Area,18-49,MALE,Black NH,963
Alameda,Bay Area,18-49,MALE,Black NH,946
Alameda,Bay Area,18-49,MALE,Black NH,1043
Alameda,Bay Area,18-49,MALE,Black NH,1105
Alameda,Bay Area,18-49,MALE,Black NH,1172
Alameda,Bay Area,18-49,MALE,Black NH,885
Alameda,Bay Area,50-64,MALE,Black NH,822
Alameda,Bay Area,50-64,MALE,Black NH,988
Alameda,Bay Area,50-64,MALE,Black NH,1025
Alameda,Bay Area,50-64,MALE,Black NH,1108
Alameda,Bay Area,50-64,MALE,Black NH,1031
Alameda,Bay Area,50-64,MALE,Black NH,970
Alameda,Bay Area,50-64,MALE,Black NH,1046
Alameda,Bay Area,50-64,MALE,Black NH,969
Alameda,Bay Area,50-64,MALE,Black NH,986
Alameda,Bay Area,50-64,MALE,Black NH,1029
Alameda,Bay Area,50-64,MALE,Black NH,987
Alameda,Bay Area,50-64,MALE,Black NH,1016
Alameda,Bay Area,50-64,MALE,Black NH,1009
Alameda,Bay Area,50-64,MALE,Black NH,1034
Alameda,Bay Area,50-64,MALE,Black NH,877
